transactionId,userId,cardNumber,amount,location,date,time,cardType,merchant,payment_status,is_fraud
TX9645160,U3699,0144628657586265,277.67,Delhi,2020-07-06,07:33:20,American Express,Walmart,Success,no
TX8575542,U1002,3298349274902505,1672.68,Udaipur,2024-10-02,04:27:31,Visa,Target,Success,no
TX7144247,U4452,8707921367970276,1699.04,Varanasi,2018-01-29,23:15:43,RuPay,McDonald's,Success,no
TX8005472,U8024,1333778633474452,1762.51,Goa,2021-06-30,19:13:51,American Express,Shell,Success,yes
TX3256929,U2792,4974953919856535,959.57,Chennai,2021-07-23,00:07:18,MasterCard,ExxonMobil,Success,yes
TX1685837,U3323,2918222255258896,771.22,Goa,2021-05-01,02:26:06,Diners Club,Target,Success,yes
TX8656882,U4115,0209505397874137,385.84,Mumbai,2018-03-07,15:18:59,RuPay,Target,Success,no
TX9620911,U8354,9156395176037107,1739,Mumbai,2021-07-21,00:12:06,Visa,Target,Success,no
TX7008975,U6182,5700241989955404,397.46,Mandya,2021-01-03,19:35:48,Visa,Best Buy,Success,no
TX6016309,U7206,5168049610211770,146.19,Chennai,2019-09-07,07:42:53,Diners Club,Shell,Failed,no
TX6104751,U1316,3406775212190347,237.36,Udaipur,2022-02-18,03:35:18,MasterCard,McDonald's,Success,no
TX4795558,U5312,6358008268910155,323.62,Mysore,2020-01-18,05:40:33,American Express,Amazon,Success,no
TX3735377,U856,8864685773352114,1599.11,Darjeeling,2020-08-07,17:29:49,Visa,Amazon,Success,no
TX3987090,U8737,3515016692128180,1770.3,Goa,2022-09-24,12:17:51,American Express,Apple Store,Failed,no
TX8948783,U3960,2144991481949167,1576.6,Kolkata,2024-10-09,16:01:32,RuPay,Apple Store,Success,yes
TX4925606,U2495,8119986733641262,672.74,Jaipur,2022-03-01,13:42:51,Visa,Amazon,Failed,yes
TX4619531,U8061,5615756186988382,1462.19,Darjeeling,2024-09-18,05:57:11,RuPay,McDonald's,Success,no
TX6923104,U7677,5480916949179590,1588.82,Chennai,2023-08-28,13:35:12,Visa,Amazon,Failed,no
TX3374405,U9657,0677425159778700,757.82,Bangalore,2022-08-09,00:10:24,Visa,Walmart,Success,no
TX2592164,U7678,4051279901937952,1802.99,Jaipur,2020-10-14,21:42:21,Diners Club,Best Buy,Failed,no
TX2202384,U9857,7435742807107918,1736.84,Hyderabad,2021-07-08,11:10:58,MasterCard,Target,Success,no
TX6770688,U7657,7367992801082474,491.89,Leh,2020-04-28,19:42:14,MasterCard,Amazon,Success,no
TX7323304,U419,4188753875821130,764.39,Jaipur,2018-12-27,20:17:20,American Express,Amazon,Success,no
TX4100018,U3740,6094855748342732,458.56,Kolkata,2023-08-06,19:31:31,Diners Club,ExxonMobil,Success,no
TX5787884,U431,0545844938888090,609.56,Udaipur,2024-09-12,10:36:37,RuPay,Best Buy,Success,no
TX2336861,U733,8389406122814408,1525.43,Kochi,2018-12-23,20:32:21,Visa,Amazon,Success,no
TX7879663,U7825,6145847029781505,835.51,Goa,2024-03-21,06:23:40,American Express,Starbucks,Failed,no
TX6242191,U4092,0938697233614137,1148.12,Jaipur,2024-10-07,13:30:04,Visa,Amazon,Success,no
TX6391996,U3611,7026481915843070,1494.94,Kolkata,2021-02-17,10:02:23,Diners Club,ExxonMobil,Failed,no
TX8136967,U4755,8706081130032253,1247.1,Kochi,2023-07-20,08:54:01,Diners Club,ExxonMobil,Success,yes
TX1246843,U4018,0491149493960491,97.39,Mysore,2023-08-12,01:58:34,Diners Club,Amazon,Failed,no
TX5097571,U7953,1222940487249960,338.3,Shillong,2024-06-14,05:55:40,Visa,Flipkart,Success,no
TX8968718,U8133,8230367486794663,1725.65,Kochi,2024-02-16,19:35:00,RuPay,Starbucks,Success,no
TX2728268,U8916,9554544182793127,1145.8,Mumbai,2018-10-14,17:01:38,RuPay,Best Buy,Success,no
TX3964417,U618,8572488579644803,1188.27,Leh,2023-07-18,08:24:16,MasterCard,ExxonMobil,Success,no
TX4713168,U9786,6278531645469638,551.97,Goa,2019-04-28,07:16:04,Diners Club,Best Buy,Success,no
TX8945073,U1647,1066184536522639,1532.5,Hyderabad,2025-02-11,05:32:27,RuPay,Shell,Success,no
TX8326885,U798,7958114639631128,1681.25,Udaipur,2021-02-05,10:05:06,American Express,Amazon,Success,no
TX8360491,U5658,4662882125191051,1518.07,Jaipur,2023-03-15,13:37:48,Visa,Target,Success,no
TX1911070,U4247,9962253682826450,1712.87,Goa,2022-05-27,07:33:32,American Express,Target,Success,yes
TX9078745,U1657,5978258465778653,280.64,Chennai,2024-06-27,06:18:53,MasterCard,Flipkart,Success,yes
TX3523201,U6217,9815761624344955,1226.94,Chennai,2022-02-17,02:29:45,Visa,Shell,Success,yes
TX7845333,U395,1637922987577081,1490.74,Bangalore,2019-07-02,06:48:50,RuPay,Flipkart,Success,no
TX7815903,U8799,5104979152345086,1992.61,Leh,2024-06-01,20:08:31,MasterCard,Best Buy,Failed,yes
TX6737849,U2545,1576910860836526,1236.46,Delhi,2023-08-20,07:24:59,Visa,McDonald's,Success,no
TX6967575,U4245,6747289351794174,407.64,Mumbai,2019-08-17,09:55:17,Diners Club,Flipkart,Success,no
TX5581746,U8252,0756059003564354,289.78,Mandya,2018-06-24,20:20:25,RuPay,Walmart,Success,no
TX6745140,U7332,3835632590286469,1535.27,Kochi,2024-12-27,13:39:52,RuPay,Apple Store,Success,no
TX1495667,U5670,7411946634408042,1682.01,Delhi,2023-02-05,07:59:18,RuPay,Target,Success,no
TX3512006,U5597,8179729305334281,1566.8,Jaipur,2021-05-24,00:06:54,MasterCard,Flipkart,Success,no
TX3372158,U4946,7448337490918457,310.9,Varanasi,2019-07-07,21:56:44,Visa,McDonald's,Success,no
TX2373857,U1994,2632558158071690,1781.58,Varanasi,2020-06-21,05:50:16,MasterCard,Best Buy,Success,no
TX8700092,U225,5249404781682773,122.99,Delhi,2023-12-26,04:54:03,American Express,Best Buy,Success,no
TX9519154,U5193,1924150731949616,330.98,Varanasi,2021-03-18,15:15:33,Visa,Walmart,Success,no
TX5121911,U5013,1926058894197632,626.75,Delhi,2025-06-19,14:17:15,Visa,Shell,Success,no
TX4625774,U1646,2073516303165768,1822.39,Chennai,2019-05-30,13:45:46,American Express,Amazon,Success,no
TX6145614,U6083,4740831225292368,109.22,Leh,2019-07-02,15:05:30,American Express,Walmart,Success,no
TX1237895,U8233,5187847258337678,1691.78,Leh,2020-08-07,04:01:56,Diners Club,Amazon,Success,yes
TX1225377,U9333,4137456038859702,1191.37,Kochi,2018-01-12,15:26:33,Visa,Best Buy,Success,no
TX8720322,U1795,8820120282359222,1549.66,Udaipur,2019-01-18,17:33:42,MasterCard,Walmart,Success,yes
TX3898699,U4849,9737042298437348,858.24,Kolkata,2023-07-17,20:20:39,Diners Club,Target,Success,yes
TX7953346,U7832,7819117966071650,575.51,Goa,2020-06-24,13:32:12,RuPay,Target,Success,no
TX8522960,U7564,2612326778765109,732.36,Kolkata,2019-03-09,11:58:45,Diners Club,Target,Success,no
TX2021954,U7716,5211666653596272,93.15,Kolkata,2023-03-04,22:30:23,MasterCard,Starbucks,Failed,yes
TX6966151,U5736,2105139529656526,1547.68,Mumbai,2025-06-20,03:20:23,RuPay,Apple Store,Success,no
TX9794141,U4170,7517850917505353,1247.08,Delhi,2021-12-18,00:32:06,Diners Club,Best Buy,Success,yes
TX4122360,U347,5010952087824973,124.78,Shillong,2021-02-01,17:33:19,Diners Club,Starbucks,Success,no
TX9754017,U9731,7195260378182773,775.59,Kochi,2019-07-27,10:50:57,American Express,Apple Store,Success,no
TX2078036,U9187,3400734568674822,1939.26,Jaipur,2021-05-09,02:42:16,Diners Club,Flipkart,Success,yes
TX7194476,U8267,1201293985364580,1334.89,Kochi,2025-01-03,21:41:54,Diners Club,Flipkart,Success,yes
TX8050067,U6067,1994076299252280,447.46,Leh,2018-09-09,14:37:17,American Express,Flipkart,Success,no
TX7083389,U4680,6803338453003643,1613.76,Varanasi,2024-07-20,17:15:39,RuPay,Shell,Success,no
TX9334218,U4316,2937704461881325,1685.51,Darjeeling,2018-11-22,21:08:16,Visa,Amazon,Success,yes
TX4053428,U3797,5830863670907560,1913.44,Goa,2021-05-02,06:13:17,Visa,Shell,Success,yes
TX3272163,U3705,5802150836558431,1622.02,Delhi,2023-07-09,08:38:08,RuPay,McDonald's,Success,yes
TX3223401,U5737,5200783509600545,442.1,Mysore,2020-01-07,12:37:56,MasterCard,Starbucks,Success,no
TX5129771,U6731,6196053834562047,786.06,Mumbai,2020-01-01,00:47:56,Visa,Amazon,Success,no
TX8971002,U31,4413556935900433,1666.07,Shillong,2025-01-01,09:26:30,Visa,McDonald's,Success,yes
TX4896601,U796,9877364359891405,976.65,Jaipur,2018-05-09,13:42:04,MasterCard,Target,Success,no
TX3847134,U8792,3736767109752512,1667.46,Darjeeling,2019-08-12,20:44:14,Diners Club,McDonald's,Success,no
TX8440066,U3193,2364228468004857,1745.94,Chennai,2025-01-02,07:20:28,Visa,Apple Store,Success,no
TX5098632,U5646,9586431683099887,1887.76,Mysore,2019-12-27,05:54:36,Visa,Target,Success,no
TX2854684,U2432,5918655207310768,328.34,Darjeeling,2025-05-02,18:27:59,Visa,McDonald's,Success,no
TX7705644,U2779,9534732448249548,737.72,Varanasi,2018-09-11,08:57:29,MasterCard,Apple Store,Success,no
TX1103201,U1846,6447418103622232,1190.74,Kochi,2023-05-23,15:20:13,MasterCard,Walmart,Failed,no
TX6155228,U6033,2714079906658184,568.6,Shillong,2020-06-13,11:58:15,MasterCard,ExxonMobil,Success,yes
TX5670193,U4385,6841856541688532,675.28,Mandya,2024-01-20,00:23:46,American Express,Best Buy,Failed,no
TX1008240,U4991,8954861294692734,1635.8,Mandya,2020-07-13,17:48:50,RuPay,Apple Store,Success,no
TX6009775,U9696,3648414577397174,1654.59,Leh,2025-05-24,17:45:49,American Express,Shell,Success,no
TX2599883,U3046,5914334813158505,1360.09,Mumbai,2019-07-05,16:29:31,MasterCard,ExxonMobil,Success,no
TX6972392,U9980,1081173032322854,1716.4,Kochi,2023-10-08,17:14:01,RuPay,Amazon,Success,no
TX2597840,U6084,6837175872803009,465.82,Darjeeling,2022-09-25,10:07:13,MasterCard,Starbucks,Success,yes
TX3811879,U8232,1200554669241336,189.69,Jaipur,2025-06-28,09:32:55,RuPay,ExxonMobil,Success,no
TX7128066,U9021,8962531459546896,668.12,Darjeeling,2018-12-07,04:16:45,Visa,Starbucks,Success,no
TX2381224,U4019,9979706872669224,630.03,Jaipur,2024-01-24,01:05:32,Diners Club,Amazon,Failed,yes
TX5974608,U7843,2584581442124052,951.86,Delhi,2018-06-15,16:01:36,Visa,Apple Store,Success,no
TX8602612,U1369,9212610642774666,1092.16,Jaipur,2024-07-19,12:51:52,American Express,Flipkart,Success,no
TX6945896,U7159,1630257531314563,547.75,Mumbai,2018-01-02,05:35:40,MasterCard,Amazon,Success,no
TX9108809,U2828,3662958991896932,1856.85,Leh,2022-02-14,06:35:25,MasterCard,Amazon,Success,no
TX5395456,U1020,6444867760553987,27.43,Shillong,2024-10-11,00:32:02,Visa,Apple Store,Failed,no
TX4216017,U2513,1453173461280850,793.62,Goa,2024-06-15,14:12:01,Diners Club,Flipkart,Success,no
TX1745441,U9009,6660734828436458,706.23,Bangalore,2020-12-01,03:04:58,MasterCard,ExxonMobil,Success,no
TX7729715,U8813,2004509315949079,1694.09,Delhi,2021-08-26,22:29:52,Diners Club,Walmart,Success,no
TX7129639,U1564,8092563648613040,40.75,Jaipur,2018-06-19,04:56:38,Visa,McDonald's,Success,no
TX5584784,U3495,7886136392106359,172.5,Varanasi,2018-08-24,04:36:28,Visa,Flipkart,Success,no
TX2546703,U9019,5123701126053774,966.19,Mandya,2018-12-19,11:58:57,Diners Club,Apple Store,Failed,no
TX5043434,U3440,4526309977335183,492.16,Jaipur,2021-04-25,08:11:23,MasterCard,Flipkart,Success,no
TX1010178,U4831,3481720665961391,117.73,Chennai,2023-12-21,20:41:14,RuPay,McDonald's,Success,no
TX3478462,U6543,5089100096423474,1897.61,Varanasi,2021-06-04,20:10:58,Visa,Best Buy,Success,no
TX9893255,U646,6748682361194622,1630.99,Udaipur,2020-10-08,21:11:39,Diners Club,ExxonMobil,Success,no
TX2421484,U3897,0545866802373716,217.22,Udaipur,2024-07-19,10:33:28,Diners Club,Shell,Failed,no
TX9799814,U2823,0365992457247333,571.85,Mandya,2021-11-11,14:58:35,RuPay,Flipkart,Success,no
TX8088464,U4533,0167218162931579,1699.31,Darjeeling,2022-06-30,15:25:29,RuPay,Best Buy,Success,no
TX9669615,U5218,0652109332449749,1773.99,Mysore,2018-11-10,12:06:53,MasterCard,Shell,Success,no
TX5541086,U5485,7469549348736555,938.05,Goa,2021-11-06,08:07:34,Diners Club,Starbucks,Success,no
TX2412094,U6132,6781557833682384,1564.83,Chennai,2018-12-28,19:49:20,American Express,McDonald's,Failed,no
TX8485332,U9730,8335585739608341,159.01,Mandya,2018-01-25,14:52:58,Diners Club,Amazon,Success,no
TX7830585,U1387,5517272313174745,545.71,Jaipur,2023-09-27,15:55:15,MasterCard,Best Buy,Success,no
TX1415931,U1790,0749225304868885,656.83,Mandya,2022-02-09,12:21:51,RuPay,Best Buy,Success,yes
TX9307685,U2214,6956314675756070,934.23,Mumbai,2022-10-21,14:23:57,Diners Club,Apple Store,Success,no
TX7786836,U7445,3817786507163902,1082.64,Mysore,2024-06-17,22:32:32,MasterCard,Walmart,Success,no
TX7960105,U5675,1571918342764404,958.31,Mandya,2025-01-28,22:19:08,RuPay,Apple Store,Success,no
TX5219833,U5060,1640630604454045,1794.93,Chennai,2024-08-11,17:17:45,American Express,Flipkart,Success,no
TX8153313,U7315,4368057422322445,182.32,Mandya,2024-07-27,10:26:08,Diners Club,Best Buy,Success,no
TX1323021,U6311,1438739831641011,1176.32,Bangalore,2023-04-07,12:43:30,RuPay,Amazon,Success,no
TX7673524,U952,3397245968942485,1454.35,Shillong,2022-09-19,23:03:33,American Express,Best Buy,Success,yes
TX1082189,U581,1344887925297502,10.75,Chennai,2022-01-01,23:12:59,American Express,ExxonMobil,Success,no
TX2660342,U6557,2730099215270892,222.01,Delhi,2021-10-02,02:34:55,Diners Club,Apple Store,Success,no
TX1702759,U3873,6773931175771949,96.72,Jaipur,2018-01-28,20:33:57,RuPay,ExxonMobil,Success,yes
TX6603790,U7892,6163715574599767,221.11,Leh,2023-04-04,19:37:31,American Express,ExxonMobil,Success,no
TX1245952,U4646,5887349930920807,446.77,Kolkata,2023-07-07,23:35:40,American Express,McDonald's,Success,yes
TX1895351,U6134,6196327513503678,1129.05,Darjeeling,2022-01-15,02:01:09,Diners Club,Shell,Success,no
TX5029939,U8252,6300308553962730,1671.33,Udaipur,2022-02-20,02:04:56,MasterCard,Walmart,Success,no
TX2214841,U1500,3859381965954163,756.29,Varanasi,2022-01-09,05:44:16,MasterCard,Starbucks,Success,no
TX8534687,U3097,6944093614498421,829.61,Udaipur,2025-02-16,11:38:53,Diners Club,Starbucks,Success,no
TX9334807,U4111,8644393552854956,1494.61,Kolkata,2021-05-31,16:08:04,Visa,Best Buy,Success,no
TX2372155,U8490,2161104238343097,426.99,Kochi,2021-02-23,21:32:34,RuPay,Walmart,Success,yes
TX9204199,U3888,1103607853649601,1961.37,Bangalore,2023-10-07,21:25:52,RuPay,Amazon,Success,no
TX6485234,U6698,9202641663616747,684.93,Bangalore,2024-06-20,10:16:40,Visa,ExxonMobil,Success,no
TX6409975,U3847,7838588449078324,583.58,Jaipur,2024-10-30,18:17:44,Visa,Best Buy,Success,no
TX1932869,U5913,0265755433538806,984.73,Leh,2023-12-23,01:11:03,Visa,Target,Success,no
TX9613940,U8559,8730137113708817,1070.67,Varanasi,2019-09-16,10:37:33,Diners Club,McDonald's,Success,no
TX1991576,U1586,6319027152418943,753.91,Mandya,2025-04-22,07:02:37,Visa,Target,Success,no
TX3589827,U1370,8981619557922380,392.41,Mysore,2023-08-30,12:15:57,RuPay,Shell,Success,no
TX9476575,U3581,6701312178246480,1681.34,Goa,2022-06-06,20:52:46,Diners Club,Target,Success,no
TX9230756,U3483,5887803705997834,1644.62,Varanasi,2024-07-30,10:57:37,RuPay,Starbucks,Failed,no
TX6463423,U4780,8840522457624347,66.49,Shillong,2019-10-20,17:43:51,MasterCard,Target,Success,no
TX8119254,U9957,6855619172246664,606.77,Kolkata,2023-09-29,07:59:12,Diners Club,McDonald's,Success,no
TX4180909,U7619,1456929888053333,587.71,Mandya,2023-06-24,00:35:52,American Express,Shell,Success,no
TX5269328,U6188,0362649478622824,66.72,Mumbai,2020-11-21,01:05:22,MasterCard,ExxonMobil,Success,yes
TX7394883,U7296,4213246992002748,1250.38,Udaipur,2022-04-28,06:29:35,MasterCard,Starbucks,Failed,no
TX9799919,U556,7606332985364929,1573.52,Hyderabad,2018-02-15,07:18:51,MasterCard,Apple Store,Success,no
TX4014875,U6731,4085520050121849,452.64,Mysore,2020-07-29,00:13:05,American Express,Shell,Success,no
TX4257732,U3117,9465079594445454,548.21,Mumbai,2018-01-01,17:31:57,Visa,Walmart,Failed,no
TX4162763,U6575,9401172764500277,1549.89,Jaipur,2024-05-31,12:58:56,American Express,Best Buy,Success,no
TX1413975,U1252,2199791432181465,36.3,Delhi,2018-06-11,01:55:16,Visa,Best Buy,Success,no
TX9556550,U8128,0145121744327039,180.46,Jaipur,2023-04-20,23:42:33,American Express,Apple Store,Failed,no
TX2625151,U2201,2500559082460067,1013.86,Shillong,2023-04-15,02:45:02,Diners Club,ExxonMobil,Success,no
TX7363856,U2150,7981513815466166,1677.38,Varanasi,2021-06-05,22:09:46,Visa,Walmart,Success,no
TX8543043,U8250,6577478539293864,1741.62,Delhi,2018-11-14,16:16:11,American Express,ExxonMobil,Success,yes
TX8095912,U5029,2239583643210913,1858.35,Shillong,2023-12-19,19:10:50,RuPay,Walmart,Success,yes
TX4431243,U8969,4371184847760719,333.02,Kochi,2021-07-15,12:19:25,American Express,Target,Success,no
TX7134864,U9748,9561079531666471,607.76,Leh,2023-03-05,16:06:27,American Express,Walmart,Failed,no
TX2800505,U8092,2093448817299399,496.69,Darjeeling,2020-04-03,10:26:14,American Express,Walmart,Success,no
TX5684665,U421,6967223906597934,1660.93,Hyderabad,2020-08-01,21:27:52,MasterCard,McDonald's,Failed,no
TX4186354,U2232,9766684751746379,694.21,Udaipur,2022-04-19,20:26:23,Diners Club,Best Buy,Success,no
TX8541433,U7619,8746165832272622,1872.2,Jaipur,2021-06-05,09:21:11,MasterCard,Flipkart,Success,no
TX5525129,U8729,1878391828391273,1139.23,Jaipur,2018-12-28,13:54:25,Visa,ExxonMobil,Success,no
TX2883228,U7076,8392376520782952,1799.51,Udaipur,2024-08-23,01:06:53,MasterCard,ExxonMobil,Success,no
TX2108750,U6302,5773199522614430,1601.1,Goa,2019-01-29,02:51:44,Visa,Apple Store,Success,no
TX3997803,U7473,0357649566531174,928.59,Mandya,2020-09-03,16:31:53,American Express,Starbucks,Success,no
TX1446796,U3830,3413320827365518,1967.24,Kolkata,2022-06-17,19:14:08,Diners Club,McDonald's,Failed,yes
TX1992514,U3410,9853413172884718,1533.5,Shillong,2019-12-11,18:13:55,Visa,Apple Store,Success,no
TX3441735,U6477,0590553111837536,1648.68,Jaipur,2023-01-11,03:29:30,MasterCard,Target,Success,no
TX6206417,U4797,2281863710590586,196.89,Kochi,2022-02-10,05:49:35,Visa,McDonald's,Success,no
TX3767757,U8166,2597985899862237,1141.01,Varanasi,2022-12-10,18:19:12,MasterCard,McDonald's,Success,no
TX1600680,U5772,1005475079627689,1617.95,Kolkata,2020-06-15,19:06:28,RuPay,Target,Success,no
TX8365120,U9234,5700130559852221,1538.06,Chennai,2023-03-17,18:17:41,Diners Club,Target,Success,no
TX7809564,U8667,5699977902251197,1448.61,Jaipur,2020-06-21,06:31:43,RuPay,Apple Store,Success,yes
TX2597350,U8634,4723014243883268,1211.53,Darjeeling,2019-09-14,07:14:45,MasterCard,Shell,Failed,no
TX3694252,U6797,2361348435620404,628.6,Kolkata,2020-03-02,02:42:15,American Express,Best Buy,Failed,no
TX7573835,U733,5922958581569016,275.98,Leh,2020-01-03,03:14:07,Diners Club,McDonald's,Failed,no
TX7318390,U819,1969113373205481,1931.96,Leh,2025-05-01,07:22:37,MasterCard,Flipkart,Failed,no
TX7447210,U9058,6065140933159902,1491.34,Shillong,2024-06-05,15:52:47,Diners Club,Best Buy,Success,no
TX4328900,U9883,1593392569145837,128.94,Mumbai,2020-02-29,04:22:43,RuPay,Apple Store,Success,yes
TX2634920,U1512,9461724707867400,262.74,Kolkata,2022-08-02,08:57:05,MasterCard,ExxonMobil,Failed,no
TX8831904,U3561,0426937844162506,697.24,Darjeeling,2019-08-27,03:20:00,RuPay,Flipkart,Success,no
TX5582558,U6179,0593432583376291,1989.48,Jaipur,2023-07-28,19:50:18,American Express,Starbucks,Success,no
TX2007635,U5698,4335995211695791,952.35,Mysore,2019-08-23,07:04:32,Visa,McDonald's,Success,no
TX5905568,U3822,3168351104895856,1101.14,Bangalore,2020-07-04,23:42:20,RuPay,Amazon,Success,no
TX9972360,U8314,1729616371323681,1809.11,Darjeeling,2019-08-04,10:04:54,MasterCard,McDonald's,Success,no
TX3614887,U4304,0072657298115907,856.34,Mumbai,2024-05-17,01:36:40,Diners Club,Walmart,Success,no
TX6413514,U9293,4278130205663789,459.71,Kolkata,2018-08-26,17:45:31,Diners Club,Walmart,Success,no
TX3631289,U4427,9329079279998317,66.92,Mumbai,2021-02-19,22:47:55,American Express,Starbucks,Success,no
TX3026394,U3343,9062448608692193,699.39,Bangalore,2023-03-13,11:10:50,Visa,Flipkart,Success,yes
TX9504005,U4204,0830135476806100,1404.23,Hyderabad,2021-07-02,04:12:30,American Express,ExxonMobil,Success,yes
TX4873888,U6522,6951185614103483,101.22,Jaipur,2019-05-01,02:20:17,Visa,Shell,Success,no
TX5898584,U3253,8039522957305208,1269.16,Delhi,2021-06-02,00:38:29,RuPay,Best Buy,Success,no
TX2439813,U7455,7178436454479851,956.64,Kolkata,2020-08-16,21:07:38,RuPay,McDonald's,Success,no
TX2738934,U9889,6495136699561251,1828.18,Bangalore,2024-04-01,16:53:22,RuPay,Shell,Failed,no
TX3812618,U1011,7602043883698648,1437.27,Kochi,2021-03-14,03:06:11,Diners Club,Walmart,Success,no
TX9519189,U4875,5504128972940115,397.07,Varanasi,2020-05-08,18:33:23,Visa,Best Buy,Success,no
TX3321044,U9950,2675298402698752,1331.68,Goa,2024-12-23,22:26:40,MasterCard,ExxonMobil,Success,no
TX4520768,U5167,2824988164231776,1159.78,Varanasi,2023-01-04,03:24:19,RuPay,Walmart,Success,yes
TX2602856,U6788,3621101031480513,801.98,Darjeeling,2022-08-07,18:23:19,MasterCard,Amazon,Success,yes
TX2039206,U2712,3022539367152135,989.73,Leh,2020-01-18,08:30:24,American Express,Target,Success,no
TX3262322,U1823,6331599019462903,817.82,Shillong,2022-07-17,03:34:17,Visa,Best Buy,Success,yes
TX3394010,U330,9372356777925299,658.06,Goa,2022-10-01,01:13:21,MasterCard,Amazon,Success,no
TX1270846,U1255,3942243282946623,31.9,Kolkata,2024-01-02,18:50:44,MasterCard,Best Buy,Success,no
TX1678374,U3621,2204310773280879,1908.99,Udaipur,2021-01-28,21:50:19,American Express,Best Buy,Success,no
TX8280208,U757,0797891387610295,1654.59,Kolkata,2021-12-04,22:41:51,MasterCard,Walmart,Success,no
TX4346693,U8688,9598895300073504,727.38,Chennai,2019-05-30,17:24:50,American Express,Shell,Success,no
TX2788043,U3281,1830973627717042,1843.35,Goa,2022-12-15,17:36:57,Visa,Apple Store,Success,no
TX2737906,U6171,7624523855944630,167.15,Darjeeling,2018-03-19,18:14:22,MasterCard,Best Buy,Success,no
TX9553308,U3490,0660429957311833,1820.18,Kochi,2018-05-14,07:57:44,Visa,McDonald's,Success,no
TX5098295,U6742,9949574258780164,1341.48,Bangalore,2024-12-22,06:42:22,MasterCard,McDonald's,Success,no
TX2695501,U599,4604620396962413,886.82,Kolkata,2024-09-05,05:10:23,Visa,Starbucks,Failed,yes
TX4233853,U7858,6742060105007416,1620.36,Bangalore,2021-03-07,10:20:27,Diners Club,Apple Store,Success,no
TX3854018,U4883,8542027558938485,858.96,Kolkata,2019-09-28,22:00:29,RuPay,Target,Success,no
TX7886974,U7130,9256377847300257,1215.66,Jaipur,2018-01-05,00:07:45,American Express,Target,Success,no
TX7367703,U1142,0384789884484113,169.11,Kochi,2023-12-01,16:45:30,American Express,Shell,Success,yes
TX1604658,U5163,6620107956722358,1689.67,Mumbai,2020-08-14,14:23:45,Visa,McDonald's,Success,no
TX7166410,U9468,6875165681581266,346.53,Jaipur,2023-10-30,18:50:48,Visa,Target,Success,no
TX7027331,U1628,9779088309800222,497.25,Kochi,2021-05-28,15:32:43,Visa,Target,Success,no
TX2458812,U7161,5317171239470022,1945.37,Hyderabad,2024-11-14,11:19:44,RuPay,Starbucks,Failed,no
TX5004718,U8004,8725839360238321,599.02,Darjeeling,2023-02-03,09:44:31,American Express,Target,Success,no
TX7986568,U4807,3211337679957898,1456.48,Darjeeling,2025-01-25,08:36:03,MasterCard,Shell,Failed,no
TX2319338,U4992,4117501993660912,260.99,Mysore,2024-11-15,23:53:40,Visa,ExxonMobil,Success,no
TX4571829,U2539,5613181506532663,1748.39,Shillong,2024-06-28,01:00:21,Diners Club,ExxonMobil,Success,no
TX6159723,U8292,8000996119083054,1859.51,Kochi,2018-05-04,16:37:08,Diners Club,Shell,Success,no
TX5657665,U926,8569593848356784,459.48,Mumbai,2024-03-07,20:59:36,RuPay,Target,Success,no
TX5129206,U4926,4283397184726314,713.03,Mysore,2020-10-28,11:09:37,RuPay,McDonald's,Success,yes
TX1772453,U8602,9142828357389105,363.61,Mandya,2023-01-07,02:06:06,American Express,Shell,Success,no
TX1296398,U8253,4452625666345609,1354.27,Hyderabad,2023-06-10,02:24:32,Diners Club,Flipkart,Success,no
TX2887781,U8128,3327102843708350,1106.78,Darjeeling,2024-11-22,02:14:01,MasterCard,Best Buy,Success,no
TX1649479,U8262,1762480049197699,471.5,Kolkata,2022-04-06,01:25:07,Diners Club,Shell,Success,no
TX2040634,U8422,9536276453322968,1456.52,Varanasi,2018-06-29,21:24:38,American Express,Target,Success,no
TX2634733,U8069,8973342157000936,1225.35,Mandya,2021-09-10,17:52:52,MasterCard,Shell,Success,yes
TX4408297,U2183,1379728585572822,1053.06,Bangalore,2022-06-27,01:26:56,RuPay,Shell,Failed,no
TX4139054,U1448,3711709999645710,1483.69,Udaipur,2022-03-18,01:57:02,Diners Club,Shell,Success,no
TX2659113,U2367,5509774621063753,1099.56,Delhi,2021-04-01,03:47:20,Visa,Flipkart,Success,no
TX5933743,U7743,6437656625158963,1595.75,Leh,2021-09-03,07:05:00,American Express,Flipkart,Success,no
TX4523213,U330,8938175951027220,1837.98,Chennai,2021-02-23,04:56:59,Diners Club,Amazon,Failed,no
TX9323247,U5241,6481076014321666,163.23,Chennai,2025-06-23,16:20:29,Visa,Target,Success,no
TX1861558,U8296,9697231462475905,1173.77,Hyderabad,2023-12-18,21:32:15,American Express,Amazon,Success,no
TX3181783,U466,0293346220753783,111.48,Darjeeling,2020-08-04,17:46:44,RuPay,Target,Success,no
TX7316963,U786,9088230677493450,1992.25,Chennai,2024-04-15,05:48:34,RuPay,Target,Success,no
TX4558877,U7692,4256581522199672,405.79,Mandya,2023-03-08,20:59:39,RuPay,Shell,Success,yes
TX5814356,U428,3117656251021578,892.34,Bangalore,2022-03-24,05:54:09,American Express,Best Buy,Success,no
TX5294007,U8683,1351606153799023,617.86,Kolkata,2021-08-28,02:46:22,MasterCard,Walmart,Success,no
